,Unnamed: 0,img,difficulty_score,split
1943,1943,2008_003933,3.05,train
3921,3921,2008_007932,3.05,train
5891,5891,2009_003032,3.05,train
3401,3401,2008_006881,3.05,train
9539,9539,2010_004992,3.05,train
4525,4525,2009_000390,3.05,train
4530,4530,2009_000399,3.05,train
10495,10495,2011_000895,3.05011,train
302,302,2008_000615,3.050157,train
407,407,2008_000828,3.050266,train
813,813,2008_001653,3.050624,train
8534,8534,2010_002973,3.05079,train
520,520,2008_001055,3.050834,train
10006,10006,2010_005899,3.050872,train
9564,9564,2010_005042,3.051029,train
2989,2989,2008_006045,3.051193,train
6056,6056,2009_003352,3.051286,train
6423,6423,2009_004083,3.051365,train
2977,2977,2008_006024,3.051574,train
4694,4694,2009_000705,3.051611,train
3705,3705,2008_007498,3.0517950000000003,train
272,272,2008_000552,3.051863,train
2806,2806,2008_005675,3.051902,train
5534,5534,2009_002335,3.052033,train
7568,7568,2010_001032,3.052296,train
10926,10926,2011_001871,3.052895,train
9595,9595,2010_005100,3.052928,train
793,793,2008_001615,3.0529490000000004,train
6837,6837,2009_004887,3.053023,train
3637,3637,2008_007357,3.053183,train
8719,8719,2010_003342,3.053378,train
264,264,2008_000535,3.0535490000000003,train
2028,2028,2008_004101,3.053872,train
3857,3857,2008_007806,3.054123,train
539,539,2008_001089,3.054144,train
930,930,2008_001871,3.054284,train
3189,3189,2008_006438,3.054771,train
43,43,2008_000089,3.054991,train
537,537,2008_001081,3.05539,train
10969,10969,2011_001952,3.05555,train
6438,6438,2009_004108,3.055607,train
10003,10003,2010_005896,3.0556520000000003,train
1668,1668,2008_003384,3.055723,train
2854,2854,2008_005764,3.05573,train
6507,6507,2009_004222,3.055742,train
2110,2110,2008_004284,3.0559,train
4710,4710,2009_000732,3.055921,train
10011,10011,2010_005907,3.056068,train
10796,10796,2011_001597,3.056071,train
778,778,2008_001589,3.056136,train
9426,9426,2010_004773,3.056165,train
351,351,2008_000711,3.056172,train
4996,4996,2009_001285,3.05618,train
10047,10047,2010_005980,3.056201,train
8192,8192,2010_002301,3.056236,train
10970,10970,2011_001956,3.056333,train
3062,3062,2008_006188,3.056353,train
1761,1761,2008_003576,3.056652,train
9175,9175,2010_004258,3.056668,train
9763,9763,2010_005432,3.056803,train
5932,5932,2009_003107,3.05702,train
954,954,2008_001926,3.057148,train
735,735,2008_001495,3.057193,train
10101,10101,2010_006086,3.057516,train
8786,8786,2010_003482,3.057681,train
3957,3957,2008_007999,3.057737,train
9948,9948,2010_005788,3.057848,train
6170,6170,2009_003565,3.057888,train
132,132,2008_000270,3.058041,train
6628,6628,2009_004468,3.05811,train
5913,5913,2009_003074,3.058139,train
9766,9766,2010_005437,3.0583150000000003,train
4310,4310,2008_008724,3.058387,train
9767,9767,2010_005441,3.058419,train
7334,7334,2010_000561,3.058524,train
10092,10092,2010_006066,3.058575,train
1730,1730,2008_003501,3.0586990000000003,train
726,726,2008_001478,3.058739,train
8144,8144,2010_002195,3.058857,train
90,90,2008_000192,3.058894,train
1471,1471,2008_002983,3.058896,train
3246,3246,2008_006567,3.058933,train
7482,7482,2010_000862,3.0591310000000003,train
1850,1850,2008_003755,3.05916,train
2249,2249,2008_004546,3.059485,train
11312,11312,2011_002751,3.059505,train
6135,6135,2009_003508,3.0595380000000003,train
3343,3343,2008_006765,3.06,train
9858,9858,2010_005610,3.06,train
3775,3775,2008_007646,3.06,train
2745,2745,2008_005550,3.06,train
10715,10715,2011_001388,3.06,train
6700,6700,2009_004619,3.06,train
4936,4936,2009_001163,3.06,train
7867,7867,2010_001637,3.06,train
6664,6664,2009_004542,3.06,train
5484,5484,2009_002235,3.06,train
3058,3058,2008_006181,3.06,train
1325,1325,2008_002684,3.06,train
10046,10046,2010_005978,3.06,train
5841,5841,2009_002936,3.06,train
8036,8036,2010_001978,3.06,train
7921,7921,2010_001747,3.06,train
6148,6148,2009_003530,3.06,train
3176,3176,2008_006416,3.06,train
5158,5158,2009_001602,3.06,train
8071,8071,2010_002045,3.06,train
8044,8044,2010_001992,3.06,train
9914,9914,2010_005727,3.06,train
7947,7947,2010_001795,3.06,train
3217,3217,2008_006503,3.06,train
8930,8930,2010_003774,3.06,train
5914,5914,2009_003075,3.06,train
3239,3239,2008_006553,3.06,train
9610,9610,2010_005128,3.06,train
7966,7966,2010_001836,3.06,train
6531,6531,2009_004272,3.06,train
6203,6203,2009_003637,3.06,train
10158,10158,2011_000114,3.06,train
3307,3307,2008_006694,3.06,train
8676,8676,2010_003253,3.06,train
5621,5621,2009_002515,3.06,train
9311,9311,2010_004540,3.06,train
3962,3962,2008_008011,3.06,train
10979,10979,2011_001974,3.06,train
2282,2282,2008_004612,3.06,train
9515,9515,2010_004948,3.06,train
10659,10659,2011_001261,3.06,train
4208,4208,2008_008523,3.06,train
7908,7908,2010_001718,3.06,train
10538,10538,2011_000999,3.06,train
820,820,2008_001667,3.06,train
5342,5342,2009_001959,3.06,train
9673,9673,2010_005257,3.06,train
6243,6243,2009_003708,3.06,train
5155,5155,2009_001594,3.06,train
11495,11495,2011_003171,3.06,train
7305,7305,2010_000500,3.06,train
7661,7661,2010_001218,3.06,train
3677,3677,2008_007443,3.06,train
10808,10808,2011_001614,3.06,train
3557,3557,2008_007196,3.06,train
4810,4810,2009_000928,3.06,train
6934,6934,2009_005081,3.06,train
4376,4376,2009_000084,3.06,train
7789,7789,2010_001473,3.06,train
4886,4886,2009_001079,3.06,train
11193,11193,2011_002470,3.06,train
7020,7020,2009_005242,3.06,train
9953,9953,2010_005804,3.06,train
9170,9170,2010_004252,3.06,train
2757,2757,2008_005572,3.06,train
4079,4079,2008_008263,3.06,train
4416,4416,2009_000159,3.06,train
10930,10930,2011_001876,3.06,train
2366,2366,2008_004768,3.06,train
2413,2413,2008_004873,3.06,train
4744,4744,2009_000797,3.06,train
7412,7412,2010_000717,3.06,train
8321,8321,2010_002551,3.06,train
7191,7191,2010_000276,3.06,train
1861,1861,2008_003773,3.06,train
4371,4371,2009_000073,3.06,train
7795,7795,2010_001487,3.06,train
8171,8171,2010_002247,3.06,train
8359,8359,2010_002626,3.06,train
3529,3529,2008_007142,3.06,train
7382,7382,2010_000665,3.06,train
4741,4741,2009_000793,3.06,train
7200,7200,2010_000296,3.06,train
4645,4645,2009_000611,3.06,train
8245,8245,2010_002399,3.06,train
7689,7689,2010_001275,3.06,train
10751,10751,2011_001498,3.06,train
8727,8727,2010_003358,3.060037,train
1302,1302,2008_002645,3.060117,train
8309,8309,2010_002531,3.060268,train
11390,11390,2011_002935,3.0602810000000003,train
6486,6486,2009_004183,3.060378,train
9759,9759,2010_005425,3.060663,train
2361,2361,2008_004760,3.060746,train
8594,8594,2010_003097,3.0609040000000003,train
343,343,2008_000696,3.060948,train
1962,1962,2008_003971,3.06135,train
4581,4581,2009_000496,3.061423,train
1584,1584,2008_003210,3.061498,train
1418,1418,2008_002875,3.061551,train
7287,7287,2010_000468,3.061743,train
1054,1054,2008_002140,3.062031,train
554,554,2008_001120,3.062194,train
5335,5335,2009_001937,3.062265,train
11320,11320,2011_002770,3.062526,train
1098,1098,2008_002220,3.062558,train
9744,9744,2010_005401,3.062944,train
6802,6802,2009_004820,3.063041,train
6084,6084,2009_003406,3.0631,train
1401,1401,2008_002845,3.06341,train
4550,4550,2009_000438,3.063425,train
11045,11045,2011_002119,3.063781,train
9533,9533,2010_004980,3.0637830000000004,train
4712,4712,2009_000737,3.063789,train
8272,8272,2010_002452,3.063825,train
3444,3444,2008_006965,3.063836,train
10386,10386,2011_000629,3.063879,train
3740,3740,2008_007576,3.064115,train
7964,7964,2010_001829,3.064205,train
5801,5801,2009_002847,3.064254,train
7080,7080,2010_000063,3.064283,train
10,10,2008_000027,3.064627,train
575,575,2008_001164,3.064646,train
908,908,2008_001832,3.064711,train
6673,6673,2009_004557,3.06475,train
6681,6681,2009_004570,3.064844,train
3495,3495,2008_007070,3.064925,train
6874,6874,2009_004961,3.065003,train
10954,10954,2011_001927,3.065043,train
4664,4664,2009_000647,3.065054,train
372,372,2008_000756,3.065075,train
4986,4986,2009_001263,3.065168,train
2003,2003,2008_004046,3.065827,train
1361,1361,2008_002760,3.065882,train
7547,7547,2010_000993,3.066112,train
4125,4125,2008_008345,3.066128,train
7797,7797,2010_001497,3.066133,train
8448,8448,2010_002801,3.066182,train
10190,10190,2011_000202,3.066339,train
8911,8911,2010_003742,3.066386,train
9243,9243,2010_004390,3.066432,train
4254,4254,2008_008616,3.066559,train
8089,8089,2010_002089,3.066625,train
5209,5209,2009_001699,3.066639,train
11098,11098,2011_002246,3.066648,train
695,695,2008_001419,3.066735,train
7418,7418,2010_000727,3.066805,train
4718,4718,2009_000748,3.066837,train
3981,3981,2008_008053,3.066843,train
8546,8546,2010_002995,3.067157,train
367,367,2008_000740,3.067165,train
514,514,2008_001042,3.067243,train
9280,9280,2010_004476,3.067246,train
9068,9068,2010_004059,3.067268,train
7743,7743,2010_001390,3.067269,train
7414,7414,2010_000722,3.06788,train
1557,1557,2008_003147,3.067969,train
11216,11216,2011_002520,3.068106,train
5760,5760,2009_002770,3.0681580000000004,train
8631,8631,2010_003168,3.068204,train
9305,9305,2010_004521,3.068236,train
3906,3906,2008_007902,3.068334,train
971,971,2008_001965,3.068738,train
6749,6749,2009_004718,3.068778,train
9103,9103,2010_004123,3.068852,train
1280,1280,2008_002597,3.069255,train
2694,2694,2008_005444,3.069256,train
7590,7590,2010_001085,3.069345,train
7255,7255,2010_000406,3.069466,train
8999,8999,2010_003925,3.069552,train
1065,1065,2008_002158,3.069757,train
7275,7275,2010_000447,3.069868,train
10882,10882,2011_001775,3.069937,train
4939,4939,2009_001172,3.069959,train
5217,5217,2009_001718,3.07,train
4398,4398,2009_000130,3.07,train
1331,1331,2008_002700,3.07,train
7986,7986,2010_001868,3.07,train
5959,5959,2009_003153,3.07,train
4596,4596,2009_000523,3.07,train
3918,3918,2008_007923,3.07,train
4732,4732,2009_000774,3.07,train
9056,9056,2010_004036,3.07,train
6049,6049,2009_003345,3.07,train
11065,11065,2011_002160,3.07,train
9659,9659,2010_005229,3.07,train
1744,1744,2008_003531,3.07,train
4639,4639,2009_000600,3.07,train
2145,2145,2008_004348,3.07,train
5945,5945,2009_003128,3.07,train
5160,5160,2009_001606,3.07,train
1992,1992,2008_004022,3.07,train
4627,4627,2009_000576,3.07,train
9411,9411,2010_004747,3.07,train
6015,6015,2009_003269,3.07,train
9338,9338,2010_004591,3.07,train
5758,5758,2009_002764,3.07,train
2755,2755,2008_005569,3.07,train
7539,7539,2010_000978,3.07,train
4232,4232,2008_008570,3.07,train
10652,10652,2011_001252,3.07,train
10074,10074,2010_006031,3.07,train
6537,6537,2009_004279,3.07,train
3665,3665,2008_007424,3.07,train
2060,2060,2008_004171,3.07,train
6925,6925,2009_005068,3.07,train
2310,2310,2008_004662,3.07,train
2353,2353,2008_004742,3.07,train
9714,9714,2010_005344,3.07,train
4887,4887,2009_001081,3.07,train
8701,8701,2010_003301,3.07,train
8332,8332,2010_002575,3.07,train
4891,4891,2009_001085,3.07,train
3347,3347,2008_006776,3.07,train
8429,8429,2010_002767,3.07,train
4894,4894,2009_001094,3.07,train
5460,5460,2009_002194,3.07,train
2509,2509,2008_005072,3.07,train
4198,4198,2008_008501,3.07,train
9555,9555,2010_005021,3.07,train
4913,4913,2009_001121,3.07,train
4047,4047,2008_008197,3.07,train
3097,3097,2008_006256,3.07,train
10437,10437,2011_000758,3.07,train
3409,3409,2008_006898,3.07,train
6250,6250,2009_003718,3.07,train
9700,9700,2010_005309,3.07,train
4081,4081,2008_008268,3.07,train
9963,9963,2010_005823,3.07,train
10544,10544,2011_001010,3.07,train
1562,1562,2008_003157,3.07,train
5048,5048,2009_001375,3.07,train
5021,5021,2009_001328,3.07,train
2641,2641,2008_005338,3.07,train
7163,7163,2010_000222,3.07,train
4753,4753,2009_000820,3.07,train
6286,6286,2009_003800,3.07,train
1374,1374,2008_002787,3.070009,train
4450,4450,2009_000227,3.070036,train
2214,2214,2008_004480,3.070517,train
1536,1536,2008_003105,3.070517,train
6320,6320,2009_003858,3.0705240000000003,train
595,595,2008_001205,3.070553,train
8778,8778,2010_003469,3.070656,train
3800,3800,2008_007694,3.070888,train
1518,1518,2008_003073,3.070955,train
1055,1055,2008_002144,3.071007,train
1303,1303,2008_002647,3.071036,train
1965,1965,2008_003976,3.071231,train
6598,6598,2009_004410,3.0712490000000003,train
1636,1636,2008_003318,3.071349,train
6584,6584,2009_004375,3.071414,train
11450,11450,2011_003055,3.071429,train
1899,1899,2008_003842,3.07143,train
8595,8595,2010_003098,3.071487,train
10531,10531,2011_000983,3.071504,train
3598,3598,2008_007279,3.071635,train
7215,7215,2010_000324,3.071673,train
2385,2385,2008_004812,3.071693,train
4852,4852,2009_001007,3.071823,train
5595,5595,2009_002448,3.071847,train
6272,6272,2009_003768,3.072075,train
2328,2328,2008_004695,3.072101,train
11179,11179,2011_002436,3.072106,train
3994,3994,2008_008083,3.07225,train
9725,9725,2010_005366,3.072466,train
3011,3011,2008_006082,3.072581,train
1440,1440,2008_002916,3.072649,train
256,256,2008_000515,3.072858,train
8772,8772,2010_003453,3.072882,train
102,102,2008_000215,3.072918,train
311,311,2008_000634,3.072929,train
2668,2668,2008_005386,3.073043,train
346,346,2008_000700,3.07321,train
7441,7441,2010_000771,3.07323,train
2898,2898,2008_005860,3.073364,train
9745,9745,2010_005402,3.0735900000000003,train
637,637,2008_001302,3.073926,train
5955,5955,2009_003146,3.073979,train
7586,7586,2010_001077,3.074079,train
6345,6345,2009_003912,3.074166,train
10837,10837,2011_001674,3.074352,train
7359,7359,2010_000616,3.074394,train
7790,7790,2010_001478,3.0746990000000003,train
781,781,2008_001592,3.074707,train
6667,6667,2009_004547,3.074761,train
5459,5459,2009_002193,3.07496,train
10288,10288,2011_000419,3.075,train
9975,9975,2010_005841,3.075,train
7344,7344,2010_000577,3.075006,train
3289,3289,2008_006654,3.075139,train
4216,4216,2008_008533,3.07518,train
712,712,2008_001448,3.075345,train
5655,5655,2009_002569,3.075581,train
5110,5110,2009_001501,3.075844,train
7229,7229,2010_000356,3.076016,train
8748,8748,2010_003395,3.076034,train
4821,4821,2009_000953,3.076111,train
616,616,2008_001249,3.076119,train
2473,2473,2008_004991,3.076139,train
3041,3041,2008_006144,3.076227,train
1275,1275,2008_002583,3.076552,train
2933,2933,2008_005928,3.07668,train
1718,1718,2008_003483,3.076752,train
8641,8641,2010_003187,3.076925,train
9817,9817,2010_005536,3.077034,train
3765,3765,2008_007621,3.077153,train
4175,4175,2008_008447,3.07735,train
7944,7944,2010_001787,3.07746,train
1271,1271,2008_002575,3.077475,train
8793,8793,2010_003496,3.077612,train
11328,11328,2011_002786,3.077653,train
478,478,2008_000965,3.077796,train
4357,4357,2009_000045,3.07783,train
2589,2589,2008_005240,3.078132,train
5095,5095,2009_001468,3.078178,train
3562,3562,2008_007208,3.078189,train
2152,2152,2008_004363,3.078194,train
9722,9722,2010_005361,3.078208,train
3331,3331,2008_006743,3.078319,train
3498,3498,2008_007076,3.078421,train
9962,9962,2010_005821,3.078504,train
1622,1622,2008_003288,3.078522,train
5174,5174,2009_001633,3.07862,train
244,244,2008_000493,3.078807,train
6795,6795,2009_004804,3.078835,train
2274,2274,2008_004599,3.078894,train
10656,10656,2011_001257,3.078917,train
6862,6862,2009_004939,3.078989,train
7835,7835,2010_001571,3.079009,train
8545,8545,2010_002993,3.079196,train
1351,1351,2008_002738,3.079236,train
1652,1652,2008_003347,3.079264,train
1070,1070,2008_002172,3.079281,train
9303,9303,2010_004519,3.07974,train
5221,5221,2009_001724,3.079806,train
912,912,2008_001838,3.079862,train
4906,4906,2009_001108,3.08,train
5446,5446,2009_002164,3.08,train
9599,9599,2010_005108,3.08,train
10702,10702,2011_001354,3.08,train
10596,10596,2011_001123,3.08,train
4149,4149,2008_008392,3.08,train
4934,4934,2009_001159,3.08,train
4008,4008,2008_008112,3.08,train
5286,5286,2009_001839,3.08,train
9635,9635,2010_005182,3.08,train
3820,3820,2008_007736,3.08,train
4332,4332,2009_000002,3.08,train
3713,3713,2008_007513,3.08,train
2138,2138,2008_004331,3.08,train
5349,5349,2009_001971,3.08,train
4853,4853,2009_001008,3.08,train
3350,3350,2008_006779,3.08,train
5042,5042,2009_001368,3.08,train
4559,4559,2009_000453,3.08,train
2109,2109,2008_004280,3.08,train
10910,10910,2011_001834,3.08,train
4635,4635,2009_000593,3.08,train
10742,10742,2011_001464,3.08,train
4749,4749,2009_000812,3.08,train
10044,10044,2010_005975,3.08,train
10718,10718,2011_001394,3.08,train
10877,10877,2011_001765,3.08,train
1801,1801,2008_003658,3.08,train
10829,10829,2011_001656,3.08,train
10636,10636,2011_001213,3.08,train
10600,10600,2011_001128,3.08,train
4845,4845,2009_000992,3.08,train
3815,3815,2008_007726,3.08,train
2097,2097,2008_004258,3.08,train
4969,4969,2009_001236,3.08,train
3443,3443,2008_006962,3.08,train
9873,9873,2010_005637,3.08,train
4557,4557,2009_000449,3.08,train
3822,3822,2008_007738,3.08,train
7430,7430,2010_000748,3.08,train
9035,9035,2010_003999,3.08,train
7489,7489,2010_000874,3.08,train
9493,9493,2010_004908,3.08,train
6032,6032,2009_003304,3.08,train
7406,7406,2010_000707,3.08,train
5718,5718,2009_002685,3.08,train
7321,7321,2010_000536,3.08,train
2889,2889,2008_005845,3.08,train
7219,7219,2010_000330,3.08,train
2905,2905,2008_005874,3.08,train
9154,9154,2010_004223,3.08,train
11227,11227,2011_002551,3.08,train
10565,10565,2011_001047,3.08,train
6946,6946,2009_005103,3.08,train
7598,7598,2010_001103,3.08,train
5827,5827,2009_002902,3.08,train
6736,6736,2009_004686,3.08,train
9240,9240,2010_004382,3.08,train
6702,6702,2009_004623,3.08,train
11168,11168,2011_002410,3.08,train
6622,6622,2009_004454,3.08,train
6495,6495,2009_004201,3.08,train
9299,9299,2010_004514,3.08,train
11129,11129,2011_002322,3.08,train
9331,9331,2010_004576,3.08,train
6186,6186,2009_003605,3.08,train
6147,6147,2009_003528,3.08,train
6129,6129,2009_003497,3.08,train
6122,6122,2009_003487,3.08,train
3227,3227,2008_006524,3.08,train
6807,6807,2009_004829,3.08,train
7729,7729,2010_001360,3.08,train
3201,3201,2008_006474,3.08,train
2547,2547,2008_005151,3.08,train
8500,8500,2010_002900,3.08,train
8420,8420,2010_002746,3.08,train
8531,8531,2010_002963,3.08,train
8414,8414,2010_002734,3.08,train
8552,8552,2010_003013,3.08,train
2557,2557,2008_005174,3.08,train
8819,8819,2010_003549,3.08,train
8270,8270,2010_002449,3.08,train
10460,10460,2011_000807,3.08,train
2673,2673,2008_005398,3.08,train
8477,8477,2010_002854,3.08,train
8713,8713,2010_003331,3.08,train
8016,8016,2010_001938,3.08,train
2517,2517,2008_005088,3.08,train
7919,7919,2010_001744,3.08,train
7907,7907,2010_001717,3.08,train
9508,9508,2010_004938,3.08,train
7881,7881,2010_001668,3.08,train
7814,7814,2010_001534,3.08,train
11369,11369,2011_002885,3.08,train
7869,7869,2010_001640,3.08,train
3287,3287,2008_006649,3.08,train
7995,7995,2010_001893,3.08,train
4351,4351,2009_000035,3.080059,train
4902,4902,2009_001104,3.080268,train
5844,5844,2009_002940,3.080333,train
7806,7806,2010_001516,3.080671,train
4680,4680,2009_000679,3.080879,train
7793,7793,2010_001481,3.080903,train
3309,3309,2008_006700,3.080943,train
6309,6309,2009_003837,3.080966,train
1166,1166,2008_002361,3.081771,train
6069,6069,2009_003378,3.081899,train
370,370,2008_000748,3.081985,train
6707,6707,2009_004629,3.08202,train
5475,5475,2009_002221,3.082029,train
1891,1891,2008_003827,3.082126,train
9140,9140,2010_004192,3.082151,train
647,647,2008_001322,3.082248,train
1507,1507,2008_003056,3.082492,train
8067,8067,2010_002040,3.082583,train
10676,10676,2011_001290,3.0826580000000003,train
6688,6688,2009_004587,3.082729,train
26,26,2008_000056,3.082774,train
1261,1261,2008_002549,3.083034,train
675,675,2008_001382,3.083164,train
462,462,2008_000934,3.083369,train
1341,1341,2008_002718,3.083592,train
7193,7193,2010_000283,3.083703,train
81,81,2008_000181,3.083957,train
2961,2961,2008_005982,3.084072,train
7746,7746,2010_001397,3.084157,train
8331,8331,2010_002573,3.084169,train
1386,1386,2008_002811,3.084236,train
6183,6183,2009_003598,3.084244,train
6451,6451,2009_004129,3.084248,train
2113,2113,2008_004289,3.084307,train
2888,2888,2008_005843,3.0844150000000004,train
2650,2650,2008_005356,3.084526,train
5794,5794,2009_002837,3.084572,train
1019,1019,2008_002062,3.084671,train
9772,9772,2010_005455,3.084897,train
7718,7718,2010_001333,3.085107,train
1498,1498,2008_003041,3.085244,train
711,711,2008_001446,3.085294,train
415,415,2008_000841,3.085451,train
5509,5509,2009_002285,3.085462,train
7896,7896,2010_001694,3.085469,train
6070,6070,2009_003379,3.085735,train
11006,11006,2011_002038,3.085741,train
5894,5894,2009_003035,3.085937,train
3629,3629,2008_007343,3.085941,train
2965,2965,2008_005991,3.085967,train
103,103,2008_000217,3.086219,train
9708,9708,2010_005327,3.086282,train
4672,4672,2009_000663,3.086429,train
3397,3397,2008_006874,3.086864,train
4180,4180,2008_008462,3.086961,train
6842,6842,2009_004897,3.087372,train
5842,5842,2009_002937,3.087733,train
10831,10831,2011_001663,3.087791,train
84,84,2008_000185,3.087909,train
6158,6158,2009_003543,3.088017,train
8596,8596,2010_003101,3.088057,train
8894,8894,2010_003709,3.088102,train
3492,3492,2008_007064,3.088158,train
1910,1910,2008_003864,3.088237,train
3997,3997,2008_008091,3.088271,train
4575,4575,2009_000486,3.088359,train
7770,7770,2010_001435,3.088406,train
5282,5282,2009_001831,3.08843,train
1424,1424,2008_002885,3.088505,train
6021,6021,2009_003278,3.088821,train
9012,9012,2010_003947,3.0889290000000003,train
5027,5027,2009_001344,3.089057,train
3357,3357,2008_006797,3.0893200000000003,train
3114,3114,2008_006289,3.089424,train
10756,10756,2011_001508,3.0895240000000004,train
7742,7742,2010_001386,3.089655,train
5620,5620,2009_002514,3.09,train
4630,4630,2009_000585,3.09,train
4361,4361,2009_000055,3.09,train
4234,4234,2008_008574,3.09,train
7926,7926,2010_001754,3.09,train
6898,6898,2009_005005,3.09,train
7404,7404,2010_000702,3.09,train
5421,5421,2009_002118,3.09,train
6846,6846,2009_004902,3.09,train
11300,11300,2011_002717,3.09,train
9776,9776,2010_005462,3.09,train
8913,8913,2010_003744,3.09,train
7538,7538,2010_000975,3.09,train
3722,3722,2008_007529,3.09,train
10619,10619,2011_001166,3.09,train
6794,6794,2009_004801,3.09,train
9567,9567,2010_005048,3.09,train
9051,9051,2010_004028,3.09,train
7504,7504,2010_000907,3.09,train
11372,11372,2011_002890,3.09,train
7604,7604,2010_001110,3.09,train
10127,10127,2011_000053,3.09,train
2073,2073,2008_004203,3.09,train
7794,7794,2010_001486,3.09,train
7125,7125,2010_000145,3.09,train
7218,7218,2010_000329,3.09,train
7787,7787,2010_001468,3.09,train
4711,4711,2009_000734,3.09,train
10316,10316,2011_000475,3.09,train
7243,7243,2010_000384,3.09,train
11017,11017,2011_002053,3.09,train
7086,7086,2010_000073,3.09,train
7839,7839,2010_001577,3.09,train
9188,9188,2010_004288,3.09,train
5742,5742,2009_002734,3.09,train
6954,6954,2009_005126,3.09,train
7906,7906,2010_001715,3.09,train
4261,4261,2008_008624,3.09,train
2973,2973,2008_006014,3.09,train
9740,9740,2010_005391,3.09,train
5406,5406,2009_002093,3.09,train
4846,4846,2009_000995,3.09,train
7650,7650,2010_001199,3.09,train
10917,10917,2011_001854,3.09,train
9805,9805,2010_005513,3.09,train
2741,2741,2008_005541,3.09,train
1815,1815,2008_003682,3.09,train
983,983,2008_001986,3.09,train
5849,5849,2009_002954,3.09,train
3354,3354,2008_006792,3.09,train
6362,6362,2009_003955,3.09,train
6353,6353,2009_003929,3.09,train
5030,5030,2009_001349,3.09,train
8367,8367,2010_002644,3.09,train
8422,8422,2010_002750,3.09,train
9231,9231,2010_004366,3.09,train
9363,9363,2010_004642,3.09,train
5544,5544,2009_002360,3.09,train
3154,3154,2008_006369,3.09,train
10650,10650,2011_001246,3.09,train
2254,2254,2008_004552,3.09,train
11516,11516,2011_003228,3.09,train
6161,6161,2009_003546,3.09,train
6131,6131,2009_003499,3.09,train
10434,10434,2011_000753,3.09,train
3893,3893,2008_007875,3.09,train
10945,10945,2011_001906,3.09,train
3419,3419,2008_006919,3.09,train
6029,6029,2009_003299,3.09,train
3875,3875,2008_007840,3.09,train
8696,8696,2010_003291,3.09,train
2139,2139,2008_004333,3.09,train
2108,2108,2008_004279,3.09,train
10407,10407,2011_000682,3.09,train
10711,10711,2011_001381,3.09,train
8861,8861,2010_003641,3.09,train
4982,4982,2009_001255,3.09,train
9290,9290,2010_004492,3.09,train
8166,8166,2010_002236,3.09,train
3511,3511,2008_007103,3.09,train
3738,3738,2008_007573,3.09,train
5885,5885,2009_003018,3.09,train
3099,3099,2008_006258,3.09,train
8203,8203,2010_002319,3.09,train
1099,1099,2008_002221,3.090025,train
6027,6027,2009_003294,3.09019,train
6195,6195,2009_003624,3.090268,train
2151,2151,2008_004362,3.090349,train
10251,10251,2011_000329,3.090624,train
8223,8223,2010_002364,3.090626,train
2869,2869,2008_005800,3.090713,train
1075,1075,2008_002181,3.090726,train
4708,4708,2009_000730,3.090807,train
5253,5253,2009_001782,3.090842,train
7112,7112,2010_000118,3.091645,train
3479,3479,2008_007039,3.091845,train
9028,9028,2010_003982,3.091895,train
1333,1333,2008_002704,3.091989,train
1024,1024,2008_002071,3.092036,train
1362,1362,2008_002762,3.092069,train
5919,5919,2009_003082,3.092071,train
927,927,2008_001866,3.092076,train
5043,5043,2009_001369,3.092345,train
9793,9793,2010_005494,3.092393,train
2416,2416,2008_004876,3.092579,train
3245,3245,2008_006566,3.092588,train
301,301,2008_000614,3.092597,train
2594,2594,2008_005247,3.092597,train
11146,11146,2011_002366,3.09273,train
7516,7516,2010_000928,3.092807,train
4297,4297,2008_008697,3.092837,train
10143,10143,2011_000083,3.093191,train
1073,1073,2008_002177,3.093236,train
9561,9561,2010_005033,3.093596,train
731,731,2008_001488,3.093635,train
7119,7119,2010_000136,3.093644,train
1037,1037,2008_002099,3.093721,train
4368,4368,2009_000067,3.09404,train
7824,7824,2010_001550,3.094228,train
4777,4777,2009_000862,3.094233,train
77,77,2008_000163,3.094605,train
1243,1243,2008_002509,3.094662,train
622,622,2008_001264,3.094927,train
8311,8311,2010_002533,3.095024,train
4991,4991,2009_001271,3.095041,train
8945,8945,2010_003807,3.0955310000000003,train
8699,8699,2010_003299,3.09587,train
895,895,2008_001810,3.095942,train
589,589,2008_001192,3.095969,train
645,645,2008_001318,3.096051,train
6765,6765,2009_004749,3.096155,train
7105,7105,2010_000103,3.096162,train
8992,8992,2010_003910,3.096406,train
3742,3742,2008_007581,3.096441,train
2194,2194,2008_004441,3.0965290000000003,train
7198,7198,2010_000293,3.096563,train
2500,2500,2008_005057,3.096589,train
2251,2251,2008_004549,3.096594,train
9030,9030,2010_003987,3.096756,train
254,254,2008_000512,3.096928,train
7182,7182,2010_000261,3.0971040000000003,train
3283,3283,2008_006641,3.097134,train
29,29,2008_000062,3.09722,train
3108,3108,2008_006276,3.097356,train
7854,7854,2010_001603,3.09737,train
2177,2177,2008_004414,3.097674,train
6922,6922,2009_005061,3.09782,train
188,188,2008_000383,3.097897,train
4930,4930,2009_001152,3.097992,train
4077,4077,2008_008257,3.098047,train
1587,1587,2008_003220,3.098056,train
3241,3241,2008_006558,3.098245,train
10949,10949,2011_001919,3.098246,train
1256,1256,2008_002540,3.098259,train
5184,5184,2009_001648,3.098387,train
5751,5751,2009_002753,3.098415,train
7459,7459,2010_000807,3.098451,train
3799,3799,2008_007693,3.098475,train
