,img,difficulty_score,split
3203,2008_006477,3.318913,train
3204,2008_006480,3.16,train
3205,2008_006481,3.45,train
3206,2008_006482,4.847889,train
3207,2008_006483,3.18787,train
3208,2008_006487,3.274637,train
3209,2008_006488,2.99,train
3210,2008_006489,3.1259509999999997,train
3211,2008_006490,3.16,train
3212,2008_006491,3.32,val
3213,2008_006496,3.59,train
3214,2008_006497,3.488511,val
3215,2008_006500,3.13,val
3216,2008_006502,2.96,val
3217,2008_006503,3.06,test
3218,2008_006506,3.47833,val
3219,2008_006509,3.69,val
3220,2008_006511,3.2340869999999997,train
3221,2008_006512,3.02,val
3222,2008_006517,2.783095,train
3223,2008_006519,3.14,test
3224,2008_006520,2.980888,test
3225,2008_006522,3.886146,train
3226,2008_006523,3.115048,train
3227,2008_006524,3.08,test
3228,2008_006526,3.55,test
3229,2008_006528,3.045343,test
3230,2008_006530,2.935437,train
3231,2008_006534,3.454239,train
3232,2008_006538,3.79,train
3233,2008_006540,3.22,train
3234,2008_006543,3.56,val
3235,2008_006546,2.98,train
3236,2008_006547,3.42,train
3237,2008_006548,3.116648,train
3238,2008_006549,3.47,train
3239,2008_006553,3.06,test
3240,2008_006554,3.368693,test
3241,2008_006558,3.098245,train
3242,2008_006561,2.927794,test
3243,2008_006562,3.207882,test
3244,2008_006564,3.023578,train
3245,2008_006566,3.092588,train
3246,2008_006567,3.058933,val
3247,2008_006568,2.99,train
3248,2008_006570,3.37,train
3249,2008_006576,2.96,train
3250,2008_006578,3.11,val
3251,2008_006579,2.916876,val
3252,2008_006585,3.775561,val
3253,2008_006586,3.344664,train
3254,2008_006587,4.11068,val
3255,2008_006588,4.05347,train
3256,2008_006591,3.269733,test
3257,2008_006598,3.04,train
3258,2008_006599,2.85,test
3259,2008_006600,3.868421,train
3260,2008_006602,3.25,train
3261,2008_006604,3.4720419999999996,val
3262,2008_006605,3.9507839999999996,val
3263,2008_006606,3.3449160000000004,train
3264,2008_006609,2.958412,test
3265,2008_006610,3.427192,train
3266,2008_006611,3.567738,train
3267,2008_006613,3.18,test
3268,2008_006614,2.848316,train
3269,2008_006616,5.662236,train
3270,2008_006617,3.20118,val
3271,2008_006619,2.72,val
3272,2008_006621,2.8373880000000002,train
3273,2008_006623,2.81,train
3274,2008_006624,3.7487800000000004,train
3275,2008_006625,3.218277,val
3276,2008_006626,2.88,train
3277,2008_006629,3.11,train
3278,2008_006631,3.151477,train
3279,2008_006634,3.62,train
3280,2008_006635,3.54,val
3281,2008_006637,3.39,val
3282,2008_006638,3.330712,train
3283,2008_006641,3.097134,train
3284,2008_006642,3.24,val
3285,2008_006645,3.33,train
3286,2008_006646,3.260406,test
3287,2008_006649,3.08,val
3288,2008_006650,3.24,test
3289,2008_006654,3.075139,test
3290,2008_006655,3.7857160000000003,val
3291,2008_006656,3.18,train
3292,2008_006657,3.15,val
3293,2008_006660,3.195548,train
3294,2008_006662,3.43,test
3295,2008_006663,3.371789,train
3296,2008_006665,4.227123000000001,val
3297,2008_006667,2.893455,test
3298,2008_006668,2.949534,train
3299,2008_006671,3.01,train
3300,2008_006677,2.972254,val
3301,2008_006682,2.990038,test
3302,2008_006684,3.18,test
3303,2008_006686,3.450325,train
3304,2008_006690,3.7478809999999996,train
3305,2008_006691,3.230194,train
3306,2008_006692,3.223939,val
3307,2008_006694,3.06,train
3308,2008_006696,2.9357900000000003,train
3309,2008_006700,3.080943,train
3310,2008_006701,5.497407,val
3311,2008_006703,3.01,train
3312,2008_006705,3.49,train
3313,2008_006708,2.99,train
3314,2008_006710,4.053101,train
3315,2008_006712,3.8005370000000003,train
3316,2008_006714,3.39,val
3317,2008_006715,3.05,train
3318,2008_006716,2.98,train
3319,2008_006717,3.01,test
3320,2008_006718,3.661728,train
3321,2008_006719,3.34,train
3322,2008_006720,3.29,train
3323,2008_006722,2.890161,val
3324,2008_006724,3.05,train
3325,2008_006728,2.969578,val
3326,2008_006730,3.65,val
3327,2008_006731,3.32,test
3328,2008_006732,2.97,train
3329,2008_006733,3.315825,val
3330,2008_006737,3.36,train
3331,2008_006743,3.078319,train
3332,2008_006746,3.24,train
3333,2008_006747,3.3086160000000002,val
3334,2008_006748,3.1514159999999998,train
3335,2008_006750,3.38,val
3336,2008_006751,3.04,train
3337,2008_006752,3.121859,train
3338,2008_006753,3.171049,train
3339,2008_006758,3.13573,train
3340,2008_006761,3.25,test
3341,2008_006762,3.11,train
3342,2008_006764,2.97,train
3343,2008_006765,3.06,train
3344,2008_006767,3.32,train
3345,2008_006773,3.039558,val
3346,2008_006774,2.90464,test
3347,2008_006776,3.07,val
3348,2008_006777,3.207004,val
3349,2008_006778,3.1354990000000003,test
3350,2008_006779,3.08,test
3351,2008_006781,2.814216,train
3352,2008_006784,2.911546,train
3353,2008_006785,2.6404259999999997,test
3354,2008_006792,3.09,train
3355,2008_006793,2.72,val
3356,2008_006796,3.43,test
3357,2008_006797,3.0893200000000003,test
3358,2008_006798,3.1428130000000003,val
3359,2008_006800,3.15,val
3360,2008_006802,3.12,train
3361,2008_006807,3.38,test
3362,2008_006808,3.54,val
3363,2008_006810,2.86,train
3364,2008_006811,2.81,test
3365,2008_006813,3.03,train
3366,2008_006815,3.28,test
3367,2008_006816,3.58,test
3368,2008_006817,2.821577,test
3369,2008_006818,3.38,train
3370,2008_006819,3.007269,val
3371,2008_006820,5.661532,train
3372,2008_006824,3.4,val
3373,2008_006825,3.19,train
3374,2008_006827,3.4749449999999995,train
3375,2008_006828,3.38027,val
3376,2008_006831,3.117084,train
3377,2008_006832,2.976454,test
3378,2008_006833,3.1550599999999998,train
3379,2008_006834,4.384525,train
3380,2008_006835,3.27,val
3381,2008_006837,3.290957,val
3382,2008_006839,3.52,train
3383,2008_006841,3.29,train
3384,2008_006843,3.111838,val
3385,2008_006844,3.63,test
3386,2008_006847,3.56,val
3387,2008_006849,3.7821480000000003,train
3388,2008_006855,4.219371,train
3389,2008_006857,3.45,train
3390,2008_006863,4.936407,train
3391,2008_006864,3.18,val
3392,2008_006865,3.04982,train
3393,2008_006868,3.340122,val
3394,2008_006870,3.432325,train
3395,2008_006872,3.305342,train
3396,2008_006873,3.29,test
3397,2008_006874,3.086864,train
3398,2008_006877,3.48,test
3399,2008_006879,3.15,train
3400,2008_006880,3.04,train
3401,2008_006881,3.05,train
3402,2008_006882,2.95,val
3403,2008_006885,2.87,train
3404,2008_006887,4.368933999999999,val
3405,2008_006889,3.19,test
3406,2008_006890,3.0,test
3407,2008_006892,3.2330900000000002,train
3408,2008_006896,2.852538,val
3409,2008_006898,3.07,test
3410,2008_006900,3.175358,train
3411,2008_006902,3.26,test
3412,2008_006903,3.45,train
3413,2008_006904,3.113722,train
3414,2008_006907,3.5698440000000002,train
3415,2008_006908,2.738762,test
3416,2008_006909,3.416898,train
3417,2008_006910,3.59,train
3418,2008_006912,3.013348,test
3419,2008_006919,3.09,train
3420,2008_006920,3.04887,train
3421,2008_006921,3.15,train
3422,2008_006923,2.703305,val
3423,2008_006924,2.89,test
3424,2008_006925,3.117,train
3425,2008_006926,2.9786200000000003,train
3426,2008_006933,3.388436,train
3427,2008_006936,3.648851,val
3428,2008_006939,3.43,train
3429,2008_006941,3.16,test
3430,2008_006944,2.94,val
3431,2008_006946,4.138832,train
3432,2008_006948,3.989029,train
3433,2008_006949,3.39,val
3434,2008_006950,3.432116,val
3435,2008_006951,2.98,train
3436,2008_006952,3.34,train
3437,2008_006953,2.936147,test
3438,2008_006954,3.236919,train
3439,2008_006956,3.11,train
3440,2008_006959,3.45,train
3441,2008_006960,3.4319059999999997,train
3442,2008_006961,3.579823,val
3443,2008_006962,3.08,train
3444,2008_006965,3.0638360000000002,val
3445,2008_006967,3.14,train
3446,2008_006968,3.224173,test
3447,2008_006969,3.309792,test
3448,2008_006973,2.75,test
3449,2008_006979,3.4680699999999995,val
3450,2008_006980,3.0134060000000003,val
3451,2008_006981,3.3748050000000003,val
3452,2008_006986,3.01,train
3453,2008_006987,2.803915,train
3454,2008_006989,3.96,val
3455,2008_006991,3.31,val
3456,2008_006992,3.51,train
3457,2008_006997,3.4588910000000004,train
3458,2008_006998,2.62,val
3459,2008_006999,3.14,test
3460,2008_007003,2.77,test
3461,2008_007004,3.102706,train
3462,2008_007006,3.3279,train
3463,2008_007009,3.638698,train
3464,2008_007010,3.59,test
3465,2008_007011,3.008881,test
3466,2008_007012,2.91,train
3467,2008_007014,2.96,train
3468,2008_007019,3.000065,val
3469,2008_007021,3.42,test
3470,2008_007022,4.881191,val
3471,2008_007025,3.035431,train
3472,2008_007026,3.22,test
3473,2008_007028,2.937659,val
3474,2008_007030,3.23,train
3475,2008_007031,3.5927279999999997,test
3476,2008_007032,3.4422050000000004,train
3477,2008_007034,2.964581,test
3478,2008_007038,4.271189,train
3479,2008_007039,3.091845,test
3480,2008_007042,3.12,val
3481,2008_007043,3.84,train
3482,2008_007045,3.13,train
3483,2008_007048,3.17,test
3484,2008_007050,3.39,train
3485,2008_007054,3.02,train
3486,2008_007056,3.54,train
3487,2008_007057,3.71,train
3488,2008_007058,3.29,test
3489,2008_007059,3.12,train
3490,2008_007060,3.347403,train
3491,2008_007061,3.871406,train
3492,2008_007064,3.088158,train
3493,2008_007067,3.224755,train
3494,2008_007069,3.05,train
3495,2008_007070,3.064925,test
3496,2008_007073,2.958034,train
3497,2008_007075,3.4980919999999998,train
3498,2008_007076,3.078421,train
3499,2008_007081,3.17,val
3500,2008_007082,3.04,train
3501,2008_007084,3.21,train
3502,2008_007085,3.17,val
3503,2008_007086,2.7737689999999997,train
3504,2008_007090,3.5153449999999995,train
3505,2008_007091,3.68,train
3506,2008_007095,3.23,val
3507,2008_007096,3.12,val
3508,2008_007097,4.63,train
3509,2008_007098,3.3,test
3510,2008_007101,5.32902,train
3511,2008_007103,3.09,val
3512,2008_007105,3.307959,test
3513,2008_007106,3.035215,val
3514,2008_007108,3.295029,val
3515,2008_007112,3.347397,val
3516,2008_007114,3.46,test
3517,2008_007115,3.67,train
3518,2008_007118,3.05,test
3519,2008_007119,3.68,train
3520,2008_007120,3.3705510000000003,val
3521,2008_007123,3.46,val
3522,2008_007124,3.122895,train
3523,2008_007129,3.1703959999999998,val
3524,2008_007130,3.038797,val
3525,2008_007131,3.02,train
3526,2008_007133,3.4680160000000004,train
3527,2008_007134,3.38,train
3528,2008_007138,3.3189879999999996,train
3529,2008_007142,3.06,train
3530,2008_007143,3.74,test
3531,2008_007145,3.14,val
3532,2008_007146,3.3245519999999997,test
3533,2008_007147,3.28,train
3534,2008_007151,2.84,train
3535,2008_007156,3.38,train
3536,2008_007161,2.96,val
3537,2008_007163,3.136725,train
3538,2008_007164,3.225666,train
3539,2008_007165,3.27,val
3540,2008_007166,3.44,train
3541,2008_007167,3.64,train
3542,2008_007168,3.57,test
3543,2008_007169,3.51,val
3544,2008_007171,3.4177730000000004,test
3545,2008_007176,2.91,train
3546,2008_007179,5.604125,train
3547,2008_007181,3.632427,train
3548,2008_007182,3.140277,val
3549,2008_007184,3.35,test
3550,2008_007185,3.24,test
3551,2008_007187,3.18,val
3552,2008_007188,3.115799,test
3553,2008_007189,3.243259,train
3554,2008_007190,3.23,test
3555,2008_007194,3.19,val
3556,2008_007195,3.26,train
3557,2008_007196,3.06,test
3558,2008_007197,3.8290550000000003,train
3559,2008_007201,2.93,train
3560,2008_007205,3.4,test
3561,2008_007207,3.2511189999999996,val
3562,2008_007208,3.078189,val
3563,2008_007211,2.98,val
3564,2008_007214,5.776994999999999,train
3565,2008_007216,3.26,test
3566,2008_007217,3.24,val
3567,2008_007218,3.17,train
3568,2008_007219,3.15,val
3569,2008_007221,3.184661,train
3570,2008_007222,2.98,test
3571,2008_007223,3.72,train
3572,2008_007225,3.4714940000000003,train
3573,2008_007226,3.16,train
3574,2008_007227,3.847439,train
3575,2008_007229,2.97,val
3576,2008_007231,3.14,train
3577,2008_007236,2.706743,val
3578,2008_007237,4.051196,train
3579,2008_007239,2.71,val
3580,2008_007241,3.13,test
3581,2008_007242,4.686351999999999,train
3582,2008_007245,3.12,val
3583,2008_007246,3.796237,test
3584,2008_007247,2.997003,train
3585,2008_007250,3.17,val
3586,2008_007252,3.6518919999999997,val
3587,2008_007254,3.38,val
3588,2008_007256,2.875093,val
3589,2008_007260,3.107221,val
3590,2008_007261,3.28,test
3591,2008_007264,3.35,val
3592,2008_007265,2.816555,val
3593,2008_007266,3.1351080000000002,val
3594,2008_007269,3.2160330000000004,val
3595,2008_007273,3.43,test
3596,2008_007274,2.964474,train
3597,2008_007277,3.032886,test
3598,2008_007279,3.0716349999999997,val
3599,2008_007280,3.11,val
3600,2008_007281,4.24,test
3601,2008_007282,3.681569,test
3602,2008_007285,3.66,train
3603,2008_007286,3.44,val
3604,2008_007287,3.704483,val
3605,2008_007289,2.97,train
3606,2008_007291,5.389154,test
3607,2008_007293,3.24,test
3608,2008_007295,3.64,test
3609,2008_007298,3.54,train
3610,2008_007305,3.261082,test
3611,2008_007307,4.374929,val
3612,2008_007311,3.4448260000000004,train
3613,2008_007312,3.03,test
3614,2008_007313,3.12,train
3615,2008_007314,3.229866,train
3616,2008_007317,2.94,test
3617,2008_007319,3.22372,test
3618,2008_007320,3.31,train
3619,2008_007321,3.63,train
3620,2008_007323,3.5252449999999995,train
3621,2008_007324,3.3721080000000003,train
3622,2008_007325,3.221893,train
3623,2008_007327,3.3272769999999996,train
3624,2008_007332,3.269803,train
3625,2008_007334,3.15,train
3626,2008_007335,3.8951589999999996,test
3627,2008_007336,3.14,train
3628,2008_007339,3.32,train
3629,2008_007343,3.085941,train
3630,2008_007344,3.16,val
3631,2008_007346,3.6699080000000004,train
3632,2008_007348,3.41,train
3633,2008_007350,3.2,train
3634,2008_007352,3.412935,train
3635,2008_007353,2.72,val
3636,2008_007356,3.8863260000000004,train
3637,2008_007357,3.053183,test
3638,2008_007358,2.87,train
3639,2008_007361,3.57,train
3640,2008_007363,3.240329,test
3641,2008_007364,4.013546,train
3642,2008_007374,2.85259,train
3643,2008_007375,3.4209870000000002,val
3644,2008_007378,3.184877,train
3645,2008_007382,3.12,train
3646,2008_007383,6.84,train
3647,2008_007384,3.1015770000000003,train
3648,2008_007388,3.82,val
3649,2008_007389,3.02,val
3650,2008_007390,3.3896059999999997,val
3651,2008_007392,3.235448,test
3652,2008_007393,3.28,train
3653,2008_007394,2.899784,test
3654,2008_007397,2.96,val
3655,2008_007398,3.24,val
3656,2008_007402,3.27,train
3657,2008_007403,2.72,val
3658,2008_007404,2.89,val
3659,2008_007409,3.7784760000000004,val
3660,2008_007410,3.53,test
3661,2008_007415,3.26,train
3662,2008_007417,3.68,val
3663,2008_007421,2.8527810000000002,train
3664,2008_007423,3.27,train
3665,2008_007424,3.07,train
3666,2008_007425,3.6317199999999996,train
3667,2008_007428,3.6522080000000003,val
3668,2008_007430,2.94618,train
3669,2008_007431,3.908232,train
3670,2008_007432,3.639123,test
3671,2008_007433,3.11,test
3672,2008_007434,2.88,train
3673,2008_007435,3.42,val
3674,2008_007438,3.62,test
3675,2008_007441,2.98,test
3676,2008_007442,3.01,train
3677,2008_007443,3.06,train
3678,2008_007444,3.17,train
3679,2008_007446,3.427085,train
3680,2008_007448,3.5400480000000005,test
3681,2008_007452,3.47,train
3682,2008_007455,3.0013669999999997,train
3683,2008_007456,3.68,test
3684,2008_007458,3.04,train
3685,2008_007459,3.235305,train
3686,2008_007461,3.59,train
3687,2008_007465,2.928609,test
3688,2008_007466,3.012273,test
3689,2008_007469,3.215066,test
3690,2008_007470,3.39,test
3691,2008_007471,2.87,test
3692,2008_007472,2.95,val
3693,2008_007473,3.155309,train
3694,2008_007476,3.31,train
3695,2008_007477,3.12,val
3696,2008_007478,3.43,train
3697,2008_007480,3.9564559999999998,val
3698,2008_007485,3.16,train
3699,2008_007486,3.1910279999999998,train
3700,2008_007488,3.34,test
3701,2008_007491,3.446681,val
3702,2008_007494,3.895058,train
3703,2008_007496,2.92,train
3704,2008_007497,3.375079,val
3705,2008_007498,3.0517950000000003,train
3706,2008_007500,3.430615,test
3707,2008_007501,2.98,test
3708,2008_007504,2.58,train
3709,2008_007507,3.01,test
3710,2008_007509,3.21,test
3711,2008_007510,3.45,val
3712,2008_007511,3.35,train
3713,2008_007513,3.08,test
3714,2008_007514,3.42,train
3715,2008_007515,3.3557050000000004,test
3716,2008_007519,3.17,train
3717,2008_007521,3.218875,train
3718,2008_007524,3.16,val
3719,2008_007525,4.1367,train
3720,2008_007527,3.5856980000000003,train
3721,2008_007528,3.63,train
3722,2008_007529,3.09,train
3723,2008_007531,3.28,test
3724,2008_007533,3.48,test
3725,2008_007534,3.699721,test
3726,2008_007536,3.4721290000000002,val
3727,2008_007537,3.116482,val
3728,2008_007538,3.8618669999999997,train
3729,2008_007544,3.3484309999999997,test
3730,2008_007546,3.011816,train
3731,2008_007548,2.999507,train
3732,2008_007556,3.61,val
3733,2008_007558,3.33,val
3734,2008_007559,2.959372,train
3735,2008_007561,3.16,test
3736,2008_007565,3.14,val
3737,2008_007567,3.9224379999999996,train
3738,2008_007573,3.09,test
3739,2008_007574,3.109439,train
3740,2008_007576,3.064115,train
3741,2008_007579,3.02,train
3742,2008_007581,3.096441,test
3743,2008_007583,3.1769439999999998,test
3744,2008_007584,4.494483,test
3745,2008_007585,3.14,val
3746,2008_007586,3.18,train
3747,2008_007587,2.81,test
3748,2008_007588,3.02,train
3749,2008_007589,3.010496,val
3750,2008_007591,3.327086,train
3751,2008_007593,3.51,val
3752,2008_007594,3.10014,train
3753,2008_007595,3.334764,val
3754,2008_007596,3.035257,train
3755,2008_007597,3.521204,val
3756,2008_007599,3.3,train
3757,2008_007604,4.031841,val
3758,2008_007608,3.11,val
3759,2008_007610,3.23,val
3760,2008_007611,2.912718,test
3761,2008_007612,3.1,test
3762,2008_007613,3.57,train
3763,2008_007617,3.37,test
3764,2008_007618,3.56,test
3765,2008_007621,3.077153,val
3766,2008_007623,2.686729,train
3767,2008_007625,2.975218,train
3768,2008_007629,3.59,train
3769,2008_007630,2.91,val
3770,2008_007632,3.28,val
3771,2008_007635,3.16,val
3772,2008_007640,3.34,val
3773,2008_007641,3.364902,val
3774,2008_007643,3.624401,val
3775,2008_007646,3.06,val
3776,2008_007648,3.3,test
3777,2008_007649,3.42,train
3778,2008_007653,3.23,test
3779,2008_007656,2.900803,val
3780,2008_007660,3.853946,train
3781,2008_007661,3.25,test
3782,2008_007662,3.126602,val
3783,2008_007664,3.37,test
3784,2008_007665,3.01,val
3785,2008_007666,3.607307,test
3786,2008_007668,3.2877440000000004,train
3787,2008_007669,3.05,train
3788,2008_007673,2.989652,train
3789,2008_007675,3.808296,train
3790,2008_007676,3.36,val
3791,2008_007677,2.956328,test
3792,2008_007682,3.24,test
3793,2008_007683,3.14,train
3794,2008_007685,3.38,val
3795,2008_007688,3.126204,test
3796,2008_007690,3.64,val
3797,2008_007691,3.16,test
3798,2008_007692,3.21,test
3799,2008_007693,3.098475,train
3800,2008_007694,3.070888,train
3801,2008_007696,3.29,test
3802,2008_007697,3.38,test
3803,2008_007698,3.4,train
3804,2008_007701,3.12,train
3805,2008_007702,3.49,train
3806,2008_007704,3.31,test
3807,2008_007706,3.16,train
3808,2008_007709,3.68,train
3809,2008_007710,2.98,val
3810,2008_007714,3.39,test
3811,2008_007716,3.41,train
3812,2008_007717,3.49,test
3813,2008_007719,3.28,train
3814,2008_007724,3.272911,val
3815,2008_007726,3.08,train
3816,2008_007729,3.2403880000000003,train
3817,2008_007730,2.94,val
3818,2008_007733,3.42,train
3819,2008_007735,3.18,test
3820,2008_007736,3.08,train
3821,2008_007737,3.31,train
3822,2008_007738,3.08,test
3823,2008_007739,3.27,val
3824,2008_007741,3.44,test
3825,2008_007742,3.46,val
3826,2008_007745,3.45,test
3827,2008_007746,3.59,test
3828,2008_007748,3.39,train
3829,2008_007749,3.24,train
3830,2008_007750,3.17,train
3831,2008_007752,3.0066450000000002,train
3832,2008_007755,3.139677,train
3833,2008_007757,3.46,test
3834,2008_007758,3.837496,val
3835,2008_007759,3.332563,train
3836,2008_007760,2.979921,test
3837,2008_007761,3.2801970000000003,test
3838,2008_007764,2.85,test
3839,2008_007766,3.036073,val
3840,2008_007768,3.15,train
3841,2008_007770,3.27,train
3842,2008_007777,2.852768,val
3843,2008_007779,3.23,val
3844,2008_007780,3.2,val
3845,2008_007781,3.01,test
3846,2008_007786,3.4455839999999998,val
3847,2008_007787,3.16,train
3848,2008_007788,3.179984,train
3849,2008_007789,3.25,val
3850,2008_007791,3.32,val
3851,2008_007793,4.2,test
3852,2008_007794,2.94,test
3853,2008_007797,3.1439209999999997,val
3854,2008_007798,3.61,val
3855,2008_007804,3.96,train
3856,2008_007805,3.019609,train
3857,2008_007806,3.054123,test
3858,2008_007811,3.257397,train
3859,2008_007812,3.29,test
3860,2008_007814,3.18,val
3861,2008_007816,2.854931,val
3862,2008_007817,3.22,val
3863,2008_007819,3.36,train
3864,2008_007823,3.11,train
3865,2008_007825,3.23,val
3866,2008_007827,3.43,test
3867,2008_007828,3.37,val
3868,2008_007829,2.92722,train
3869,2008_007831,3.12,test
3870,2008_007833,3.412314,val
3871,2008_007835,3.2,test
3872,2008_007836,2.97,train
3873,2008_007837,3.13,train
3874,2008_007839,3.24,train
3875,2008_007840,3.09,test
3876,2008_007841,3.18,val
3877,2008_007842,2.895783,train
3878,2008_007843,3.11,train
3879,2008_007848,3.33,train
3880,2008_007850,3.18,train
3881,2008_007852,3.5837660000000002,val
3882,2008_007853,3.51759,train
3883,2008_007854,2.951788,train
3884,2008_007855,2.954103,train
3885,2008_007858,2.88,train
3886,2008_007861,3.19,test
3887,2008_007864,3.420286,test
3888,2008_007869,3.3893169999999997,train
3889,2008_007870,3.042036,train
3890,2008_007871,3.29,train
3891,2008_007872,3.61,train
3892,2008_007873,2.98,val
3893,2008_007875,3.09,train
3894,2008_007877,3.265466,train
3895,2008_007879,2.952748,train
3896,2008_007882,3.39,test
3897,2008_007883,3.75,val
3898,2008_007884,3.82,train
3899,2008_007887,3.4,val
3900,2008_007888,2.87,train
3901,2008_007890,3.138329,train
3902,2008_007891,2.86,train
3903,2008_007893,2.82,train
3904,2008_007895,3.19,train
3905,2008_007897,3.11409,test
3906,2008_007902,3.068334,train
3907,2008_007904,2.76,val
3908,2008_007907,3.243493,train
3909,2008_007909,3.12,train
3910,2008_007912,3.28,test
3911,2008_007913,3.791009,test
3912,2008_007914,2.942831,train
3913,2008_007915,3.23,train
3914,2008_007916,3.16,train
3915,2008_007917,3.14,train
3916,2008_007918,3.960006,test
3917,2008_007922,3.275996,train
3918,2008_007923,3.07,train
3919,2008_007928,3.24,val
3920,2008_007931,3.3024940000000003,val
3921,2008_007932,3.05,val
3922,2008_007933,3.321711,train
3923,2008_007935,3.736736,train
3924,2008_007936,2.943151,train
3925,2008_007937,2.78,train
3926,2008_007938,3.11,test
3927,2008_007940,2.756425,train
3928,2008_007941,2.983146,train
3929,2008_007942,3.01,train
3930,2008_007945,2.943165,train
3931,2008_007947,2.796135,train
3932,2008_007948,2.61,train
3933,2008_007949,3.75,train
3934,2008_007950,3.16,train
3935,2008_007953,3.76,train
3936,2008_007954,4.008787,train
3937,2008_007955,2.95,train
3938,2008_007962,4.47636,train
3939,2008_007964,2.98,train
3940,2008_007966,4.311303,train
3941,2008_007969,3.13,val
3942,2008_007970,3.25,train
3943,2008_007973,3.81,val
3944,2008_007975,2.785687,train
3945,2008_007977,3.1,train
3946,2008_007981,3.04,train
3947,2008_007985,3.03,train
3948,2008_007986,3.43,train
3949,2008_007987,3.61,train
3950,2008_007988,3.46,val
3951,2008_007989,2.95,train
3952,2008_007990,3.502246,test
3953,2008_007993,3.78,val
3954,2008_007994,3.15,test
3955,2008_007997,3.26,train
3956,2008_007998,6.3116699999999994,train
3957,2008_007999,3.057737,val
3958,2008_008001,3.263048,train
3959,2008_008002,3.19,test
3960,2008_008004,2.918478,train
3961,2008_008007,3.110146,train
3962,2008_008011,3.06,test
3963,2008_008012,2.91414,val
3964,2008_008018,3.2942440000000004,val
3965,2008_008020,3.2218240000000002,val
3966,2008_008021,3.19,test
3967,2008_008022,2.761491,train
3968,2008_008024,3.17,train
3969,2008_008025,3.65,train
3970,2008_008028,3.24,train
3971,2008_008029,3.31895,test
3972,2008_008031,3.22,test
3973,2008_008034,3.14,train
3974,2008_008037,2.88,train
3975,2008_008040,3.4665120000000003,train
3976,2008_008043,5.001126,val
3977,2008_008044,3.17028,train
3978,2008_008048,2.857939,train
3979,2008_008050,3.5032010000000002,test
3980,2008_008052,2.98,train
3981,2008_008053,3.066843,test
3982,2008_008055,3.3064410000000004,val
3983,2008_008057,3.23,test
3984,2008_008058,3.15,train
3985,2008_008064,4.246957,test
3986,2008_008066,3.139141,train
3987,2008_008069,3.25,train
3988,2008_008070,3.7125489999999997,train
3989,2008_008072,4.392396,train
3990,2008_008073,3.142616,train
3991,2008_008074,3.002924,test
3992,2008_008075,3.21,train
3993,2008_008080,3.5600949999999996,train
3994,2008_008083,3.07225,train
3995,2008_008084,2.8877759999999997,train
3996,2008_008086,3.19,train
3997,2008_008091,3.0882709999999998,train
3998,2008_008092,3.651929,val
3999,2008_008093,4.967325,test
4000,2008_008095,3.279111,val
4001,2008_008096,3.74,test
4002,2008_008097,3.336193,train
4003,2008_008098,3.165911,train
4004,2008_008103,3.28,val
4005,2008_008105,2.8340959999999997,train
4006,2008_008106,3.59,val
4007,2008_008109,3.217685,train
4008,2008_008112,3.08,test
4009,2008_008113,3.19468,train
4010,2008_008115,3.11,train
4011,2008_008116,3.24,train
4012,2008_008120,3.25,val
4013,2008_008121,3.343519,train
4014,2008_008122,3.28,test
4015,2008_008123,3.2907839999999995,train
4016,2008_008125,3.130969,train
4017,2008_008127,3.343968,train
4018,2008_008130,3.132157,train
4019,2008_008131,3.01,test
4020,2008_008132,3.02,train
4021,2008_008134,3.1831080000000003,test
4022,2008_008141,4.571445,train
4023,2008_008145,2.98,train
4024,2008_008146,3.173243,train
4025,2008_008147,3.046066,val
4026,2008_008148,4.1,val
4027,2008_008150,3.162827,train
4028,2008_008152,3.34,train
4029,2008_008154,3.31,test
4030,2008_008155,3.32,train
4031,2008_008162,3.4253199999999997,train
4032,2008_008166,3.1103259999999997,val
4033,2008_008169,2.811867,train
4034,2008_008170,3.5944559999999997,train
4035,2008_008175,3.12,test
4036,2008_008176,3.1709669999999996,test
4037,2008_008177,3.516108,val
4038,2008_008179,3.237278,train
4039,2008_008180,2.99,test
4040,2008_008184,3.28,val
4041,2008_008185,3.61,train
4042,2008_008190,3.17,train
4043,2008_008191,2.937498,test
4044,2008_008192,6.825685000000001,val
4045,2008_008193,2.86374,train
4046,2008_008194,2.94,train
4047,2008_008197,3.07,train
4048,2008_008199,3.48,train
4049,2008_008200,3.3154769999999996,train
4050,2008_008203,3.29,train
4051,2008_008206,3.30438,train
4052,2008_008208,3.18,train
4053,2008_008210,3.53,train
4054,2008_008211,3.26,train
4055,2008_008212,6.670174,test
4056,2008_008215,2.88,test
4057,2008_008217,3.52,train
4058,2008_008218,3.04,test
4059,2008_008220,3.32,test
4060,2008_008221,3.23,train
4061,2008_008223,3.6973849999999997,test
4062,2008_008224,3.498308,train
4063,2008_008227,3.26,test
4064,2008_008229,3.29,train
4065,2008_008231,3.16,test
4066,2008_008232,3.92,train
4067,2008_008233,2.63,train
4068,2008_008234,3.160873,train
4069,2008_008235,3.5,val
4070,2008_008237,3.84,train
4071,2008_008241,3.26,train
4072,2008_008242,2.87,val
4073,2008_008246,3.29,train
4074,2008_008247,3.241161,val
4075,2008_008252,3.53,train
4076,2008_008254,3.29,val
4077,2008_008257,3.098047,train
4078,2008_008262,4.489999,train
4079,2008_008263,3.06,val
